,Epoch,Batch,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4
0,init,init,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]"
