,Epoch,Batch,Layer_0,Layer_1,Layer_2,Layer_3,Layer_4,Layer_5,Layer_6,Layer_7,Layer_8
0,init,init,"[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]","[0.25, 0.25, 0.25, 0.25]"
